user,text,score,ID,Thumbs Up Count,date,sentiment,sentiment_description,interpreted_sentiment,sentiment_score,,,,
luis romero,Excelente,5,gp:AOqpTOGMyEZQvNvJCuWa0ISCghcovJSJSZChl1JiK6FVjgwSQlOkbeOLGWBj0fkYq7ZI7ftzjgyXZ1lGEpT6V5U,0,2021-06-29 9:24,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally used to express a high degree of approval or pleasure.",Excelente,positive,1,,,,
Harold Jose Cuevas Simonds,Excelente,5,gp:AOqpTOHwY9tHULMZNKGjFIlES1v6G2pwWdZEXcigq4RlmOtjNos3MEtjjymKcWB4Eu1sAvgD_3_Mrx28bG0A4L4,0,2021-06-29 9:21,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Francisco antonio Calderon vicente,Falta mas apoyo de soporte.,3,gp:AOqpTOHlb3Cb4tFmdcKZ6KVDPjmBpnq9kY4tKfhTyZPo6bvm2VI3LUM3r5pWImJc5_kCKEvNwp5nEvdLWuddvOY,1,2021-06-29 9:13,"The sentiment of the text is negative. The phrase ""Falta mas apoyo de soporte"" translates to ""There is a lack of more support."" This indicates dissatisfaction or a problem, which is generally associated with negative sentiment.",Falta mas apoyo de soporte.,positive,1,,,,
pamela jeanine maya hernandez,"Aplicacion negrera, ahora tienes que reservar tus horas en las que vas a trabajar y si no reservas te bajan la calificacion, exigen como si uno fuera empleado, tienes que trabajar a la hora que ellos quieran no importa si llueva o relampaguie arriesgando tu vida, si no te penalizan den seguro entonces, kda mamda q se les ocurre, es una aplicacion para generar ingreso extra no para trabajarles como esclavos, clifen a su madre, pinche aplicacion culera, quienes fueron los pndjos que la crearon?",1,gp:AOqpTOE2cGWHbuCMhXDZT2UQYF9D1Q-Intx_Jes14fH_63ODFAXQm28VL41Kb8EWcsWR6mPIHvatONhd7wMOM68,0,2021-06-29 8:49,"The sentiment of the text is strongly negative. The author expresses dissatisfaction and frustration with an application, using strong negative language such as ""negrera"" (slave driver), ""penalizan"" (penalize), ""esclavos"" (slaves), and ""pinche aplicacion culera"" (damn crappy application). The author also criticizes the creators of the application, indicating a high level of discontent. The overall tone is angry and resentful.","Aplicacion negrera, ahora tienes que reservar tus horas en las que vas a trabajar y si no reservas te bajan la calificacion, exigen como si uno fuera empleado, tienes que trabajar a la hora que ellos quieran no importa si llueva o relampaguie arriesgando tu vida, si no te penalizan den seguro entonces, kda mamda q se les ocurre, es una aplicacion para generar ingreso extra no para trabajarles como esclavos, clifen a su madre, pinche aplicacion culera, quienes fueron los pndjos que la crearon?",negative,-1,,,,
Alfredo Ezequiel Baliña,Va todo normal por ahora,5,gp:AOqpTOFMhWr9xT108wFLPy-03lhYdwTfKj14HvGvv6JybPTB5C3Bwdo5mqSGlrwqdjaROpCdBI6mv98AMPdBuv0,0,2021-06-29 8:49,"The sentiment of the text is neutral. The phrase ""Va todo normal por ahora"" translates to ""Everything is normal for now"" in English. This statement is factual and does not convey any particular positive or negative emotion.",Va todo normal por ahora,neutral,0,,,,
Laura Morales,"App bastante agradable a la vista, pero muy rudimentaria. Deberia permitir subir archivos, no tomar fotos, por ejemplo, ya no llegan los estados de cuenta, de descargan.",3,gp:AOqpTOGA2rSBcFk_flUeHQSdvFAJzHVEdn5yBW0aThqcxBRChFf2_Cos5ybyqFTRoQJXEKwlQxpEIDYrpCMygts,0,2021-06-29 8:27,"The sentiment of the text is generally negative. The user acknowledges a positive aspect of the app, stating it is ""quite pleasant to the eye"" (App bastante agradable a la vista), but then criticizes it for being ""very rudimentary"" (muy rudimentaria). The user also expresses dissatisfaction with the app's functionality, suggesting it should allow for uploading files instead of taking photos. This indicates that the user's needs are not being met by the current features of the app.","App bastante agradable a la vista, pero muy rudimentaria. Deberia permitir subir archivos, no tomar fotos, por ejemplo, ya no llegan los estados de cuenta, de descargan.",neutral,0,,,,
Yerry Piedra,Demasiado bueno estan mejorando,5,gp:AOqpTOGjrrJ05Z7qsTxoAMRtisfbNpNypqWA_nvoOPvfesxFOujqBR_l5GOuNKvEedLoXwRBLL7JRJ57jo-LfVw,0,2021-06-29 8:18,"The sentiment of the text is generally positive. The phrase ""Demasiado bueno estan mejorando"" translates to ""Too good, they are improving"" in English. The use of words like ""bueno"" (good) and ""mejorando"" (improving) indicates a positive sentiment as they express approval and progress.",Demasiado bueno estan mejorando,positive,1,,,,
ERASMO HERNANDEZ MONTEJO,Yo no sé porque lo actualizan si cada vez peor las actualizaciones,1,gp:AOqpTOFFPZs2McsmZJ_VECJAPpo91UhCDFiOrW7LWBfDqmHhn7UGbDUSufnnFThYw-MQHt3I9pnCSa-tkPhH74k,0,2021-06-29 8:17,"The sentiment of the text is negative. The speaker is expressing dissatisfaction and frustration with updates that, in their opinion, are making things worse rather than better. The phrase ""cada vez peor"" (each time worse) strongly indicates a negative sentiment.",Yo no se porque lo actualizan si cada vez peor las actualizaciones,negative,-1,,,,
David Garcia Villegas,quitaron la opcion de navegar con ese y es mas comodo que Con maps,4,gp:AOqpTOFKhK-blspmZd9g-UHWrZv-HISte9mEVhHVBVmEUIIi8cy46PeSF8MFojR7uTi8Tdj3uuQUfOIy41XH1WA,0,2021-06-29 8:11,"The sentiment of the text is negative. The user is expressing dissatisfaction or disappointment because a certain option, which they found more comfortable than ""Con maps"", has been removed. The words ""quitaron"" (removed) and ""mas comodo"" (more comfortable) indicate a preference for the previous situation, suggesting a negative sentiment towards the change.",quitaron la opcion de navegar con ese y es mas comodo que Con maps,negative,-1,,,,
ING. Luis Miguel Sa de Quintal,Mejoren los recorridos son muy excesivos,5,gp:AOqpTOE_Och5HaSQNoXf3OGd0pnG2dF7OPVay9g5rlo_-1Oj10CsNJeoBEiTLob1LAeARm0Dxqdmln5LRQnuIdk,0,2021-06-29 8:11,"The sentiment of the text is negative. The text is in Spanish and translates to ""Improve the routes, they are very excessive"". The use of the words ""mejoren"" (improve) and ""muy excesivos"" (very excessive) indicates dissatisfaction or criticism, which is generally associated with a negative sentiment.",Mejoren los recorridos son muy excesivos,negative,-1,,,,
Martin Sanchez,Pésima app ayer fui bloqueado. El cliente nos izo un fraude nos dijo k le depositaranos una cantidad de dinero y ala hora k se la depositamos nos cancelo . Y no nada mas a mi si no a varios y aun asi nos bloquean deberian de ver al cliente k en un dia y ala misma hora cancelo bastantes .,1,gp:AOqpTOFo36WNdsWmgCZLOI-iAjRNNf8Uw0cQGW2-fhiX4-AXG8WqlylfNmNeBg5U_Wl_VztSqj86SRz6RzcG9Ss,0,2021-06-29 7:46,"The sentiment of the text is negative. The author expresses dissatisfaction and frustration with an app, mentioning that they were blocked and fell victim to a fraudulent activity. They also express concern that the same issue affected several others. The use of words like ""pésima"" (terrible), ""bloqueado"" (blocked), ""fraude"" (fraud), and ""cancelo"" (cancelled) contribute to the overall negative sentiment.",Pesima app ayer fui bloqueado. El cliente nos izo un fraude nos dijo k le depositaranos una cantidad de dinero y ala hora k se la depositamos nos cancelo . Y no nada mas a mi si no a varios y aun asi nos bloquean deberian de ver al cliente k en un dia y ala misma hora cancelo bastantes .,negative,-1,,,,
Hozkar Martinez,Mal,3,gp:AOqpTOFvM5fO3RjOYwJhCDoF-bFRdBYbZO2zQdKemL-ye_cuF12qptG-8N-RfQqVdtFEEswdIjYz1hmH3YHoV-A,0,2021-06-29 7:12,"The text provided, ""Mal"", is a single word and does not provide enough context to determine a sentiment. In French, ""mal"" translates to ""bad"" or ""pain"", which could suggest a negative sentiment, but without further context, it's impossible to make a definitive analysis. Therefore, the sentiment is considered neutral.",Mal,negative,-1,,,,
David Torres,"Excellente aplicacion, muy util",5,gp:AOqpTOGcyFDZe2kMUVDM4vU9EB1Qlfkpajo0QKUYKA9dc3X6HFhElcudPj4E7gA73FRRFOzOvliroP2Q--ihTok,0,2021-06-29 6:23,"The sentiment of the text is generally positive. The words ""Excellente"" and ""muy util"" translate to ""excellent"" and ""very useful"" in English, respectively. These words express a high degree of satisfaction and positivity towards the application being discussed.","Excellente aplicacion, muy util",positive,1,,,,
Alejandro Provincia Renteria,Excelente app,5,gp:AOqpTOHP93KhJ9bfImFkjnzenZoMcj4XJuBwn3Bc7x_JCDOM-Z0q_cdPl3QWWLvlWzvRzmxtOINDDqkcGFa6OyA,0,2021-06-29 4:25,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent app"" in English. The use of the word ""excelente"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Excelente app,positive,1,,,,
Mario Landaverde,Me de,5,gp:AOqpTOEvTCFT4lnSu0HkJcUwxLyhom4cibXeNMvRf9RAjTiIa016GZQmGyVHt7Oxf9S3LXvf9paeoaUIxTUK_ms,0,2021-06-29 3:50,"The text provided, ""Me de"", is too short and lacks sufficient context to analyze sentiment. Please provide a more complete sentence or paragraph for a comprehensive sentiment analysis.",Me de,neutral,0,,,,
Fidel Tolentino,"Solo lo instale para decirles que ya me tienen harto con sus anuncios, ya me fastidiaron y es una mala aplicacion",1,gp:AOqpTOEmlrHN2ov-sFKW5660DNTwStWS6w2PcUfAi7A_Vk1YrpevVtyVWH2D630YIrrereBV0sKpn_wm-amacGw,0,2021-06-29 2:10,"The sentiment of the text is negative. The user expresses frustration and dissatisfaction with the application and its advertisements. Phrases like ""ya me tienen harto"" (I'm fed up) and ""ya me fastidiaron"" (you've annoyed me) indicate a strong negative emotion. The user also directly states that it's a ""mala aplicacion"" (bad application), further emphasizing the negative sentiment.","Solo lo instale para decirles que ya me tienen harto con sus anuncios, ya me fastidiaron y es una mala aplicacion",negative,-1,,,,
Oscar May,No me da opcion de iniciar secion,2,gp:AOqpTOEaZEiAEm167pjzTtPAYwxHG8U3U6LzUB2OOTg3div9tXLE4f6lmLYTUyIWELRYPLZuZxg9ArZC6y8Ugps,0,2021-06-29 1:56,"The sentiment of the text is negative. The text is in Spanish and translates to ""It doesn't give me the option to log in."" This indicates a problem or frustration, which is generally associated with negative sentiment.",No me da opcion de iniciar secion,neutral,0,,,,
italo grendi,Vengo a dar mi opinion ya que si lo digo en los grupo de WhatsApp oficiales de rappi capaz que me bloquean la cuenta la aplicacion en si no es mala esa mejor que uber o pedidos ya pero en soporte tiacnico es como el pico te cancelan el pedido el negocio esta cerrado o por x motivo debes liberar el pedido por algo ajeno a uno te baja la taza de finalizacion lo tenia en 98 y en este fin de semana bajo a 77,1,gp:AOqpTOEwiLSvjRAPIqhFR6sx6IBdCNnL_emwM_afk29Lj0Th0YoiMNgnD2BZ6AtPscRTghA7pVYrChk98Q4COFo,0,2021-06-29 1:05,"The sentiment of the text is generally negative. The author expresses dissatisfaction with the technical support of the Rappi application, mentioning that they cancel orders or lower the completion rate for reasons beyond the user's control. The author also expresses fear of being blocked from the official WhatsApp groups of Rappi if they express their opinion there. However, they do mention that the application itself is not bad and is better than Uber or Pedidos Ya, which adds a slight positive sentiment to the overall negative tone.",Vengo a dar mi opinion ya que si lo digo en los grupo de WhatsApp oficiales de rappi capaz que me bloquean la cuenta la aplicacion en si no es mala esa mejor que uber o pedidos ya pero en soporte tiacnico es como el pico te cancelan el pedido el negocio esta cerrado o por x motivo debes liberar el pedido por algo ajeno a uno te baja la taza de finalizacion lo tenia en 98 y en este fin de semana bajo a 77,positive,1,,,,
David Hernandez,Al 100,5,gp:AOqpTOETjGxmG5hRHZToSzJKy64C31jNTyDoNeKFmUYaVx4tsf8D28VkfY75lnp7C4CWELYvdSMqSLinHnnFN_g,0,2021-06-29 0:30,"The text ""Al 100"" is too brief and lacks context to analyze sentiment. It appears to be neutral as it doesn't convey any clear positive or negative emotion.",Al 100,positive,1,,,,
Christopher Fortis,Excelente,5,gp:AOqpTOH7o5DiimIr_TUf8ULIEjJImBYroFe08y_L_A5RvlLtKPrtyrPQKythkWI2830x2HfFIN8epRFtRlLw-Y0,0,2021-06-29 0:09,"The sentiment of the text is positive. The word ""Excelente"" is Spanish for ""excellent,"" which conveys a strong positive emotion.",Excelente,positive,1,,,,
Dariel Fuentes,Buena,5,gp:AOqpTOGJQwI5GFggQ3YCHa2Vo46uRMMkFFwGW2cayG-DsdDB3-lK5_0tAXUUp7ruMCABhkCEnb0IMS7URFesTxQ,0,2021-06-29 0:02,"The sentiment of the text ""Buena"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context or a complete sentence, it's difficult to determine the sentiment. It's neutral because it doesn't express a clear positive or negative emotion on its own.",Buena,positive,1,,,,
Carlos Romero Cabrera,Muy buena la apps,5,gp:AOqpTOEhxKRtsEg1WhFmCmPOIqpPZDe01vRkh3_fqfGbSLetwlvslzsiog-koisGvp91x9Xma53qXIxLz97FBtU,0,2021-06-28 23:22,"The sentiment of the text is positive. The text is in Spanish and translates to ""Very good the apps"". The use of the term ""muy buena"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Muy buena la apps,positive,1,,,,
raul antonio garcia rosales,"Hola gente...haber esta app como muchas también cuentan con fallas técnicas..también he sido partícipe de algunas anomalías...pero quiebrence más el coco para concretar una orden...lo único que en lo personal para mi no le va a la app es que nos mande a nosotros los Rt's a sucursales o negocios que no están aliados a rappi..con el solo echo de acaparar más..se me hace una gran pérdida de tiempo,combustible y dinero.y quiten esa opción de rappifavor.neta nadie la usa perdida total con esa opcion",5,gp:AOqpTOEL_0BPmjUeUiVzcsqmKGpJiHoefigYbs-qoGGwWAJn7URpGD224C6791uUbmuCLBHKgaijx7zrBYQJrbQ,0,2021-06-28 23:10,"The sentiment of the text is generally negative. The author expresses dissatisfaction with a particular app, mentioning technical failures and anomalies they have experienced. They also criticize the app for sending them to branches or businesses not affiliated with the app, which they see as a waste of time, fuel, and money. They further suggest the removal of a feature (rappifavor) that they believe is not used and is a total loss.","Hola gente...haber esta app como muchas también cuentan con fallas técnicas..también he sido partícipe de algunas anomalías...pero quiebrence más el coco para concretar una orden...lo único que en lo personal para mi no le va a la app es que nos mande a nosotros los Rt's a sucursales o negocios que no están aliados a rappi..con el solo echo de acaparar más..se me hace una gran pérdida de tiempo,combustible y dinero.y quiten esa opción de rappifavor.neta nadie la usa perdida total con esa opcion",negative,-1,,,,
irving,Excelente,5,gp:AOqpTOG8VUTmOrOqPcLFNWmPUE_if_D5aPhx4f-q5C39-k7laFaAN-j5TD2f3eKr-jm6Zxv1zzRMUi1FvcmSupg,0,2021-06-28 23:05,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Zaid Eruviel Zamora Burgos,Excelente,5,gp:AOqpTOFUIV6qYSAJIVfll5sU3g2WuuOQkBJTqBEL2IQuHq7doyEqjsVBrIz_N28sujgv4laiiFllx4S7kKZjQrM,0,2021-06-28 22:56,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Ivan Campos,Buena,5,gp:AOqpTOGYejLJQAuPIf00vi3ABcwciuLJgYUQ30a9orUXIpTnNZ9JYF5kPRw2Tw4sFFS_mmwHXU5JvTQ6MdP2JSs,0,2021-06-28 22:51,"The sentiment of the text ""Buena"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context or a complete sentence, it's difficult to determine the sentiment. It's neutral because it doesn't express a clear positive or negative emotion on its own.",Buena,positive,1,,,,
Jhean Zerpa,"Excelente sobre todo dias que añaden bonificaciones, nos motiva",5,gp:AOqpTOFOABERo_Msud3fAh_AngT0dLJt-i6zckwMkUhlyiZh8gi0UeAVS-sk6Ck0U4a6QAA-bY6bUKOL9uWzY8E,0,2021-06-28 22:43,"The sentiment of the text is generally positive. The words ""excelente"" (excellent) and ""nos motiva"" (motivates us) indicate a positive emotion or feeling. The context suggests that the speaker is pleased, particularly about days when bonuses are added, which is a positive event.","Excelente sobre todo dias que den bonificaciones, nos motiva",positive,1,,,,
Erik Reyes,Esta bien ❤️,5,gp:AOqpTOEaBXDcXX0ukt4swvqt5tibY3ECyvzwMnqLCYSAESKbk6Z81zWmAJK27cmIw9dG7p4DPFxLNNnBKLGSzZ4,0,2021-06-28 22:21,"The sentiment of the text is positive. The phrase ""Esta bien"" translates to ""It's okay"" or ""It's good"" in English, which is generally positive. The heart emoji (❤️) further emphasizes this positive sentiment, as it is often used to express love, affection, or general positivity.",Esta bien ❤️,positive,1,,,,
Jean Ordoñez,Exelente,5,gp:AOqpTOGNb-lVswdPsl8owv92A1LQrWY_u87UPGVZa7SrKpmNLk_3_EGsB_qO-R-sScXeGqxXrU2OT9rPRMMVk2o,0,2021-06-28 22:14,"The sentiment of the text is positive. The word ""Exelente"" is a misspelling of ""Excelente"", which is Spanish for ""excellent"". This word is generally used to express a high degree of satisfaction or approval, which is a positive sentiment.",Exelente,positive,1,,,,
Mauricio Arcciniega E.,Excelente empresa,5,gp:AOqpTOHE4stQIv5jt74mtOvMHlEGYz8ys0RydQM3G27ZFlQTwj3YwqER3cUn7OCcBs2TSYMyittMjmJSPL-DOec,0,2021-06-28 22:00,"The sentiment of the text is positive. The phrase ""Excelente empresa"" translates to ""Excellent company"" in English, which indicates a high level of satisfaction or positive experience with the company.",Excelente empresa,positive,1,,,,
Zocer Gonzalez,Paga bien pero muy mal soporte,5,gp:AOqpTOFhFQySjqnnR-fUYzb5zytPutpyCQ-0IcS-AxDJt4MATn8RyhHJzI15OMMxLMtTdqYD3wFNADqzCPqls7I,0,2021-06-28 21:58,"The sentiment of the text is negative. The text is in Spanish and translates to ""Pays well but very bad support"". While the first part of the sentence (""Pays well"") conveys a positive sentiment, the second part (""but very bad support"") conveys a negative sentiment. The use of ""very bad"" intensifies the negativity, making the overall sentiment negative.",Paga bien pero muy mal soporte,neutral,0,,,,
Jennder Stiven Garavito Manjarrez,Exelente servicio,5,gp:AOqpTOH_aavG9hvBXNawEdctxIWdpOW0jwAbtwMI_StGBGSAm_4WaLcvnbdECa9hTvyEMvhdWeILFWeIzlQnvSE,0,2021-06-28 21:58,"The sentiment of the text is positive. The phrase ""Exelente servicio"" is Spanish for ""Excellent service"". The use of the word ""excellent"" indicates a high level of satisfaction, which is a positive emotion.",Exelente servicio,positive,1,,,,
Alfredo Ayala,"Muy utily comoda como repartidor, un poco de fallas pero esperemos mejoren",5,gp:AOqpTOG06GggfrtWkk5EbEJNJEdYeJuXLfL2CQ7HQ83NGavqTQtupvXqN_wQcqhEr2NNIj-4c2BP-kY9qstdK9o,0,2021-06-28 21:56,"The sentiment of the text is generally positive. The speaker finds something (possibly a tool or service) very useful and comfortable for their work as a delivery person. They acknowledge some flaws, but express hope for improvement, which indicates a generally positive attitude and constructive criticism.","Muy utily comoda como repartidor, un poco de fallas pero esperemos mejoren",neutral,0,,,,
Daniel Salazar,Muy buena aplicacion 👍👌,5,gp:AOqpTOG7uybpfpKRrZe3j0KaJOiouk8OzWfAP_iVYWhiFL14GYzCq1CeDf2i2ByeXyOCU9cR6v_cH8bEUJRd8VQ,0,2021-06-28 21:56,"The sentiment of the text is generally positive. The phrase ""Muy buena aplicacion"" translates to ""Very good application"" in English, which indicates a positive sentiment. The use of the thumbs up and okay hand emojis further emphasize this positive sentiment.",Muy buena aplicacion 👍👌,positive,1,,,,
Demms Studios -Oficial-,"Me dieron de baja en la app y nunca me dijeron por qué, no debia nada y era mi unica fuente de ingresos, fui a las oficinas y dicen que no me pueden activar 😡🤬",1,gp:AOqpTOGLF3lX1RpQwYtHmYupED2tLLYRS64InWrGQFbpsgKk4cIA9p2xIuYv9JQn257q4sMUrKy6CHKzKyrxyEE,0,2021-06-28 21:54,"The sentiment of the text is negative. The author expresses frustration and anger, as indicated by the use of angry emojis and the overall context. They are upset because they were removed from an app that was their only source of income, and they received no explanation for this action. They also express dissatisfaction with the response they received when they visited the offices for help.","Me dieron de baja en la app y nunca me dijeron por que, no debia nada y era mi unica fuente de ingresos, fui a las oficinas y dicen que no me pueden activar 😡🤬",negative,-1,,,,
Luis mario Ramirez quiroz,Asta el momento todo bien,5,gp:AOqpTOEMOgPIh-w_GQMMM25f7V6IbzXTl-dY-x9ei0Vs7O8V8xOuouVlYZfubIhpBZ6XApXBApKQZ2RcbDUP4XE,0,2021-06-28 21:53,"The sentiment of the text is generally positive. The phrase ""Asta el momento todo bien"" is Spanish and translates to ""So far, so good"" in English. This phrase is typically used to express satisfaction or approval of something up to the current point in time.",Asta el momento todo bien,positive,1,,,,
Rene Ruiz,"Piasimo lo de la autoaceptacion, nos mandan pedidos para recoger muy lejos y en carro no costean. Dificil deteccion de que estas en el restaurante o en la tienda, hay que estar casi en la cocina para que te detecte. Cada 20 minutos el mensaje de Cliente Feliz por la primer sustitucion, hecha hace meses, por favor ya detengan ese mensaje !!!!. Sus programadores parecen novatos. Piasimo que si te cancelan un pedido te monten la deuda sin tener los productos.",1,gp:AOqpTOHOwf9DvUbJiqqdFfj2oVrwFvQqszYqRKsG0stToXM9TWmCKXdj7XcLywYKXSgVFFf3BR0TwslhqaU_R7Q,185,2021-06-28 21:51,"The sentiment of the text is generally negative. The author expresses dissatisfaction and frustration with several aspects of a service or system. They mention issues such as poor auto-acceptance, long distances for pick-ups that are not compensated for, difficulty with location detection, repetitive messages, and unfair debt imposition. The use of words like ""piasimo"" (terrible), ""dificil"" (difficult), and ""novatos"" (novices) further emphasize the negative sentiment.","Piasimo lo de la autoaceptacion, nos mandan pedidos para recoger muy lejos y en carro no costean. Dificil deteccion de que estas en el restaurante o en la tienda, hay que estar casi en la cocina para que te detecte. Cada 20 minutos el mensaje de Cliente Feliz por la primer sustitucion, hecha hace meses, por favor ya detengan ese mensaje !!!!. Sus programadores parecen novatos. Piasimo que si te cancelan un pedido te monten la deuda sin tener los productos.",positive,1,,,,
Mauricio Gonzalez,Esta chida,5,gp:AOqpTOGDmY8dlRXDUuGmx98SlbApAmEIYOSoCenT07jEeKZmynV4sxPaF0zdzYMdMsC-FJlwBPtbO3EkIZ5oTmU,0,2021-06-28 21:44,"The sentiment of the text is positive. The phrase ""Esta chida"" is a colloquial expression in Mexican Spanish that translates to ""It's cool"" in English. This phrase is generally used to express approval or admiration for something, indicating a positive sentiment.",Esta chida,positive,1,,,,
Ivon Jabie,Excelente,5,gp:AOqpTOHfXpw3FK9eOUcIAFg-mIr81H5cfjFfmTMWBttX8fnuMebDka_cjPIf-6Y-L1YBjLlTCpkhqe7p2bY-0Lg,0,2021-06-28 21:35,"The sentiment of the text is positive. The word ""Excelente"" is Spanish for ""excellent,"" which conveys a strong positive emotion.",Excelente,positive,1,,,,
Pako Olvera,Excelente app,5,gp:AOqpTOEJX_0Bhhf8IOg4UUmPDQ1psXKq9exCkoVL3BTPQIg8RsBpettVZrgQYy-QkDZ5dMyeYUzFXyjuOKUFKDY,0,2021-06-28 21:32,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent app"" in English. The use of the word ""excelente"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Excelente app,positive,1,,,,
Jesus Capula Cabello,Relax,5,gp:AOqpTOEw2UE1ec-Wtnv-LwqJ6zhvcHOilyqqdoAamfFmlZI98sMBzW4P8i9Sx4squQwSsGFmY_s7p124LzIT8J0,0,2021-06-28 21:29,"The sentiment of the text ""Relax"" is generally positive. The word ""relax"" is often associated with feelings of calmness, peace, and tranquility, which are positive emotions. However, without additional context, it's difficult to provide a more detailed analysis.",Relax,neutral,0,,,,
Gino Claveri,De 10,5,gp:AOqpTOH_9H5whh2ww31NARlsC31umveYumstHyaIdWReKlszzcSc60ZYn_TbmPP3DIF90YTzvQPxh6Ola0zXHSM,0,2021-06-28 21:26,"The text provided, ""De 10"", is too brief and lacks context to analyze sentiment. It appears to be neutral as it doesn't convey any clear positive or negative emotion. However, without additional context, a definitive sentiment analysis cannot be provided.",De 10,positive,1,,,,
erick montoya,Buena,5,gp:AOqpTOGk9gLTetQElgOFwZ42LiWKgpJBBnG6mAdT7dTbNv2QJzq2zn_zWI6TptSzTuKVTCqhl89Q17-ZULfX6GQ,0,2021-06-28 21:24,"The sentiment of the text ""Buena"" is generally positive. The word ""Buena"" is Spanish and translates to ""good"" in English. It is often used to express approval or satisfaction, which are positive sentiments. However, without more context, it's hard to provide a more detailed analysis.",Buena,positive,1,,,,
JesDaCreep X,Bien,5,gp:AOqpTOFQMlrpVxdQSQznwuie9uC99ShgYCb8IKOcpdr0OuWS5xTIPTZU-UaJVZdDr7lmNCZ3wEHGedkKRCvaiCI,0,2021-06-28 21:21,"The sentiment of the text ""Bien"" is generally positive. This is a Spanish word that translates to ""good"" or ""well"" in English. The sentiment is positive because it indicates a state of satisfaction or approval.",Bien,positive,1,,,,
Harry mike Cruz vega,Sale muy poco y muy lejos sin propina y sin bonos :(,3,gp:AOqpTOGsJ_3LWlcDe0ELeWTvBFBj5SpTd7V92uarYvQdt7bK9CvhFGKOCdJI4qXDfO3Jg_jDPc2fGY95eAgyLhM,0,2021-06-28 21:12,"The sentiment of the text is negative. The text is in Spanish and translates to ""It comes out very little and very far without tip and without bonuses :("". The use of words like ""very little"", ""very far"", ""without tip"", and ""without bonuses"" indicates dissatisfaction or disappointment. The sad face emoticon at the end further emphasizes the negative sentiment.",Sale muy poco y muy lejos sin propina y sin bonos :(,negative,-1,,,,
Serafin Paez,"Exelente aplicacion@,,+@@@@@@",5,gp:AOqpTOFYklAOA884VCAHFqSUxD8LBa0JHZI7AEc1ws9pkgZm8P7bkfR_cEBAvec9Sze62uUx-Bt90pBBpNan784,0,2021-06-28 21:11,"The sentiment of the text is generally positive. The word ""Exelente"" is a misspelling of ""Excelente"", which means ""excellent"" in Spanish. The user is referring to an application, which they seem to appreciate or enjoy using, hence the positive sentiment. The symbols following the text do not convey a clear sentiment as they do not form a coherent message or emotion.","Exelente aplicacion@,,+@@@@@@",positive,1,,,,
Brayan estiven Rios vanegas,Buena,5,gp:AOqpTOGOyPVIxl7WNruyA5MKtnO00uBjNkrC4ief48XGWyAKtaNoKdwhGsjD-tXmtKAW-UjEp5aaMzXaUfAgT3M,0,2021-06-28 21:09,"The sentiment of the text ""Buena"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context, it's difficult to determine the sentiment as it could be used in various contexts. It's generally a positive word, but the sentiment could change depending on the context in which it's used.",Buena,positive,1,,,,
Lenin Arauz,Vacilona,5,gp:AOqpTOHaar6D1w7c-dNB-NpEmhfMlAI5zVgR4Dpd--XGsdtKhSQVXa1clgVi26RhmD76MB7I7IxCocnKhPZJNj8,0,2021-06-28 21:08,"The sentiment of the single word ""Vacilona"" is neutral as it is a Spanish slang term that can have different meanings depending on the context. It can be used to describe someone who is playful or likes to joke around, but it can also be used in a negative way to describe someone who is unreliable or inconsistent. Without additional context, it's impossible to determine the sentiment.",Vacilona,neutral,0,,,,
Roxana Quispe,Soy 𝒓𝒂𝒑𝒑𝒊 (☞ ͡° ͜ʖ ͡°)☞,5,gp:AOqpTOFWK345hlaGZa3rZd8SfqOt9BLLZ_qGjknumofzcHOYPNSwD25WHWxLJTz65uBXTsDb6fyojgTOFcFdQcY,0,2021-06-28 21:05,"The sentiment of this text is neutral. The phrase ""Soy 𝒓𝒂𝒑𝒑𝒊"" translates to ""I am Rappi"" from Spanish, which seems to be a statement of identity or affiliation. The emoticon (☞ ͡° ͜ʖ ͡°)☞ is often used to indicate a playful or cheeky tone, but it doesn't inherently carry a positive or negative sentiment. Without additional context, it's difficult to assign a clear sentiment to this text.",Soy 𝒓𝒂𝒑𝒑𝒊 (☞ ͡° ͜ʖ ͡°)☞,neutral,0,,,,
